ROL DE PROCEDIMENTOS,Unnamed: 0,Rol de Procedimentos e Eventos em Saúde,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,"HIV1 E 2, PESQUISA DE ANTICORPOS",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"HIV1+ HIV2, (DETERMINAÇÃO CONJUNTA), PESQUISA DE ANTICORPOS",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"HTLV1 E 2, PESQUISA DE ANTICORPOS",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,,PAC: Procedimento de Alta Complexidade,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,,DUT: Diretriz de Utilização,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,,135,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,,PROCEDIMENTO,VIGÊNCIA,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,,SUBGRUPO,GRUPO,CAPÍTULO
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGA TOTAL,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGD,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGE TOTAL,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGE POR ALÉRGENO,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGE POR GRUPO ESPECÍFICO,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGG TOTAL,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"IGG SUBCLASSES (1, 2, 3, 4)",,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IGM TOTAL,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"IMUNOELETROFORESE, PROTEÍNAS SÉRICAS",,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,IMUNOFLUORESCÊNCIA DIRETA OU INDIRETA (ANTIFÍGADO),,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,INIBIDOR DE C1 ESTERASE,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,LEGIONELLA - IGG / IGM,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,LEISHMANIOSE - IGG / IGM,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,LEPTOSPIROSE - IGG / IGM,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"LEPTOSPIROSE, AGLUTINAÇÃO",,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"LINFÓCITOS T ""HELPER"" (CD-4+), CONTAGEM",,,,AMB HCO,HSO,REF,PAC,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"LINFÓCITOS T SUPRESSORES (CD-8+), CONTAGEM",,,,AMB HCO,HSO,REF,PAC,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,"LISTERIOSE, ANTICORPOS",,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E
,MALÁRIA - IGG / IGM,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,
,,,,,,,,,,,,,,TERAPÊUTICOS
,Legenda:,,,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,,PAC: Procedimento de Alta Complexidade
,OD: Seg. Odontológica,,,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,,DUT: Diretriz de Utilização
,AMB: Seg. Ambulatorial,,,,REF: Plano Referência,,,,,,,,,136
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,,SUBGRUPO,GRUPO,CAPÍTULO,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,02/07/2022,"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), IGM, ANTICORPOS (TESTE RÁPIDO) 480/2022",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,MICOPLASMA PNEUMONIAE - IGG E IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"MONONUCLEOSE, ANTICORPOS HETERÓFILOS",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"NITROBLUE TETRAZOLIUM (NBT), TESTE DO, ESTIMULADO E ESPONTÂNEO",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"PARACOCCIDIOIDOMICOSE, ANTICORPOS TOTAIS / IGG",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"PARVOVÍRUS B19, IGG /IGM",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"PEPTÍDIO INTESTINAL VASOATIVO, DOSAGEM",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,PESQUISA RÁPIDA PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO),,AMB HCO,HSO,REF,,128,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,PESQUISA RÁPIDA PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO),,AMB HCO,HSO,REF,,130,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"PROTEINASE 3, ANTICORPO",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,C4D FRAGMENTO,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,PESQUISA DE HELICOBACTER PYLORI,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"PPD (TUBERCULINA), IDeR",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,PROTEÍNA C REATIVA,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,"PROVA CRUZADA (CROSS-MATCH) ENTRE DOADOR E RECEPTOR (REALIZADA COM LINFÓCITOS TOTAIS,",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,LINFÓCITOS T + ANTIGLOBULINA HUMANA E COM LINFÓCITOS B) - PARA DOAÇÃO DE ÓRGÃOS E TECIDOS,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,RUBÉOLA - IGG / IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SARAMPO - ANTICORPOS IGG / IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,SARS-COV-2 (CORONAVÍRUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,132,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DIRETRIZ DE UTILIZAÇÃO),,,,,,,,,,,TERAPÊUTICOS,
,,"TESTE SARS-COV-2 (CORONAVÍRUS COVID-19), TESTE RÁPIDO PARA DETECÇÃO DE ANTÍGENO (COM",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,20/01/2022,478/2022,,AMB HCO,HSO,REF,,150,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DIRETRIZ DE UTILIZAÇÃO),,,,,,,,,,,TERAPÊUTICOS,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,,PAC: Procedimento de Alta Complexidade,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,,DUT: Diretriz de Utilização,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,,137,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,,SUBGRUPO,GRUPO,CAPÍTULO,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SCHISTOSOMA MANSONI - IGG / IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SÍFILIS - FTA-Abs-IgG,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SÍFILIS - FTA-ABS-IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SÍFILIS - TPHA,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,SÍFILIS - VDRL (SOROLOGIA PARA LUES),,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,TESTE DE FLUXO LATERAL PARA DETECÇÃO DE LIPOARABINOMANANO EM URINA (LF - LAM) (COM DIRETRIZ,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,02/01/2025,619/2024,,AMB HCO,HSO,REF,,167,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DE UTILIZAÇÃO),,,,,,,,,,,TERAPÊUTICOS,
,,"TIPAGEM HLA, LOCI A E B, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,PAC,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DOADOR),,,,,,,,,,,TERAPÊUTICOS,
,,"TIPAGEM HLA, LOCI A E B, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,RECEPTOR E DOS CANDIDATOS A DOADOR),,,,,,,,,,,TERAPÊUTICOS,
,,"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DOADOR),,,,,,,,,,,TERAPÊUTICOS,
,,"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE ALTA RESOLUÇÃO (TIPAGEM DO RECEPTOR E",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,DOS CANDIDATOS A DOADOR),,,,,,,,,,,TERAPÊUTICOS,
,,"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO",,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,RECEPTOR E DOS CANDIDATOS A DOADOR),,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,TOXOCARA CANIS - IGG / IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,TOXOPLASMOSE - IGA,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,TOXOPLASMOSE - IGG/IGM,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"VÍRUS SINCICIAL RESPIRATÓRIO, IGG E/OU IGM",,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,VÍRUS ZIKA - IGM (COM DIRETRIZ DE UTILIZAÇÃO),,AMB HCO,HSO,REF,,112,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,VÍRUS ZIKA - IGG (COM DIRETRIZ DE UTILIZAÇÃO),,AMB HCO,HSO,REF,,113,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,WAALER-ROSE (FATOR REUMATÓIDE),,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,WESTERN BLOT (ANTICORPOS ANTI-HCV),,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,,PAC: Procedimento de Alta Complexidade,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,,DUT: Diretriz de Utilização,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,,138,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,,SUBGRUPO,GRUPO,CAPÍTULO,
,,(alteração),,,,,,,,,,,,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,WESTERN BLOT (ANTICORPOS ANTI-HIV),,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,WESTERN BLOT (ANTICORPOS ANTI-HTLV),,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,ZAP-70,,AMB HCO,HSO,REF,,,,IMUNOLOGIA,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,,,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,ADENOSINA DEAMINASE (ADA),,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,AMINOÁCIDOS NO LIQUIDO CEFALORRAQUIDIANO,,AMB HCO,HSO,REF,PAC,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,ANTICORPO ANTIESPERMATOZÓIDE,,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,BIOQUÍMICA LCR (PROTEÍNAS + GLICOSE + CLORO; E A CRITÉRIO DO MÉDICO ASSISTENTE: LACTATO E LDH -,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,,,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,LACTATO DESIDROGENASE),,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"CÉLULAS, CONTAGEM TOTAL E ESPECÍFICA",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"CÉLULAS, PESQUISA DE CÉLULAS NEOPLÁSICAS (CITOLOGIA ONCÓTICA)",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"CLEMENTS, TESTE",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"CRISTAIS COM LUZ POLARIZADA, PESQUISA",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"CRYPTOCOCCUS, ANTÍGENO, DETECÇÃO RÁPIDA",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"ELETROFORESE DE PROTEÍNAS NO LÍQUOR, COM CONCENTRAÇÃO",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,ESPECTROFOTOMETRIA DE LÍQUIDO AMNIÓTICO,,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,"ESPERMA, TESTE DE PENETRAÇÃO ESPERMÁTICA, E/OU TESTE DE CAPACITAÇÃO ESPERMÁTICA, E/OU",,,,,,,,,,,,
,,,,,,,,,,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),",,,PROCEDIMENTOS DIAGNÓSTICOS E,
,,"TESTE HIPOSMÓTICO (SWELLING TEST), E/OU TESTE DE COLORAÇÃO VITAL, E/OU MICROBIOLOGIA",,AMB HCO,HSO,REF,,,,,,PROCEDIMENTOS LABORATORIAIS,,
,,,,,,,,,,"SEMINAL, AMNIÓTICO, SINOVIAL E OUTROS)",,,TERAPÊUTICOS,
,,"(COLORAÇÃO DE GRAM + CULTURA AERÓBICA), E/OU FRUTOSE, E/OU ALFA-GLUCOSIDASE",,,,,,,,,,,,
